nmbr,location,lat,lon,carrington_lo,area,z_class,ll,nn,mag_type,date
0757,S05W10,-5,10,255,40,Dso,6,5,Beta,2005-04-30
0756,S07E01,-7,-1,231,1000,Ekc,12,27,Beta-Gamma,2005-05-01
0757,S06W23,-6,23,255,60,Dso,7,6,Beta,2005-05-01
0756,S06W11,-6,11,230,810,Ekc,11,33,Beta-Delta,2005-05-02
0757,S06W38,-6,38,257,100,Dao,6,8,Beta,2005-05-02
0756,S08W23,-8,23,229,770,Dkc,9,20,Beta-Delta,2005-05-03
0757,S06W50,-6,50,256,100,Dso,8,4,Beta,2005-05-03
0758,S10E74,-10,-74,132,100,Hax,2,1,Alpha,2005-05-03
0756,S07W38,-7,38,231,770,Dkc,8,30,Beta-Delta,2005-05-04
0757,S06W65,-6,65,258,70,Dao,8,5,Beta,2005-05-04
0758,S07E63,-7,-63,130,200,Dai,8,14,Beta,2005-05-04
0756,S07W52,-7,52,231,760,Dkc,9,12,Beta-Delta,2005-05-05
0757,S05W79,-5,79,258,30,Hsx,1,1,Alpha,2005-05-05
0758,S07E51,-7,-51,128,250,Eai,11,18,Beta,2005-05-05
0756,S09W65,-9,65,230,640,Ekc,11,11,Beta-Delta,2005-05-06
0758,S06E37,-6,-37,128,190,Eso,13,19,Beta-Delta,2005-05-06
0756,S08W79,-8,79,231,590,Dac,6,6,Beta-Delta,2005-05-07
0758,S07E23,-7,-23,129,280,Eai,14,40,Beta-Gamma,2005-05-07
0756,S07W88,-7,88,227,260,Dso,5,4,Beta,2005-05-08
0758,S07E10,-7,-10,129,140,Fai,17,31,Beta,2005-05-08
0758,S08W06,-8,6,132,170,Fai,21,51,Beta-Gamma,2005-05-09
0759,N12E71,12,-71,55,340,Dko,8,8,Beta,2005-05-09
0758,S09W25,-9,25,137,300,Fkc,17,45,Beta-Gamma,2005-05-10
0759,N14E60,14,-60,52,540,Ehi,11,7,Beta,2005-05-10
0760,S06W14,-6,14,126,40,Esi,14,13,Beta,2005-05-10
0761,N04E61,4,-61,51,30,Hrx,1,1,Alpha,2005-05-10
0758,S10W36,-10,36,135,380,Ekc,12,30,Beta-Gamma-Delta,2005-05-11
0759,N12E50,12,-50,49,390,Eki,11,9,Beta-Gamma,2005-05-11
0760,S06W29,-6,29,128,50,Dso,8,8,Beta,2005-05-11
0761,N03E48,3,-48,51,10,Axx,2,2,Alpha,2005-05-11
0762,S08E18,-8,-18,81,40,Dro,8,7,Beta,2005-05-11
0758,S10W55,-10,55,141,630,Ekc,12,23,Beta-Delta,2005-05-12
0759,N12E33,12,-33,53,450,Eki,13,12,Beta,2005-05-12
0760,S07W42,-7,42,128,40,Cso,5,4,Beta,2005-05-12
0762,S11E04,-11,-4,82,80,Dai,8,12,Beta,2005-05-12
0763,S14E70,-14,-70,16,110,Dao,5,4,Beta,2005-05-12
0764,S07E01,-7,-1,85,20,Hrx,1,2,Alpha,2005-05-12
0758,S10W66,-10,66,139,420,Eki,12,15,Beta-Gamma,2005-05-13
0759,N12E19,12,-19,54,300,Ehi,11,10,Beta,2005-05-13
0760,S08W59,-8,59,132,80,Bxo,1,2,Beta,2005-05-13
0762,S12W12,-12,12,84,130,Dao,9,11,Beta,2005-05-13
0763,S14E57,-14,-57,16,150,Dao,9,8,Beta,2005-05-13
0764,S06W12,-6,12,85,60,Cso,3,4,Beta,2005-05-13
0758,S09W81,-9,81,141,620,Dkc,10,14,Beta,2005-05-14
0759,N12E06,12,-6,54,310,Dhi,9,19,Beta,2005-05-14
0762,S12W24,-12,24,84,150,Dso,8,13,Beta,2005-05-14
0763,S15E45,-15,-45,15,200,Dao,10,14,Beta,2005-05-14
0758,S10W90,-10,90,136,150,Hax,6,3,Alpha,2005-05-15
0759,N11W07,11,7,53,350,Dhi,9,22,Beta,2005-05-15
0762,S12W37,-12,37,83,90,Dao,8,13,Beta,2005-05-15
0763,S16E31,-16,-31,15,130,Dao,10,13,Beta,2005-05-15
0759,N11W20,11,20,53,290,Dho,9,14,Beta,2005-05-16
0762,S13W53,-13,53,86,60,Dao,6,6,Beta,2005-05-16
0763,S15E16,-15,-16,17,140,Dai,9,19,Beta,2005-05-16
0759,N11W35,11,35,55,300,Dho,8,11,Beta,2005-05-17
0762,S12W68,-12,68,88,30,Hsx,1,1,Alpha,2005-05-17
0763,S16E04,-16,-4,16,190,Eai,12,28,Beta-Gamma,2005-05-17
0759,N11W50,11,50,57,220,Hkx,8,1,Beta,2005-05-18
0763,S14W10,-14,10,17,140,Eai,11,24,Beta-Gamma,2005-05-18
0759,N12W62,12,62,56,280,Cho,12,9,Beta,2005-05-19
0763,S16W24,-16,24,18,120,Eai,12,17,Beta-Gamma,2005-05-19
0759,N12W75,12,75,56,270,Hhx,3,1,Alpha,2005-05-20
0763,S16W35,-16,35,16,10,Bxo,3,2,Beta,2005-05-20
0765,N09E65,9,-65,276,30,Hsx,1,1,Alpha,2005-05-20
0759,N12W88,12,88,55,150,Hax,2,1,Alpha,2005-05-21
0765,N09E51,9,-51,276,20,Hsx,1,1,Alpha,2005-05-21
0765,N08E36,8,-36,278,10,Axx,1,1,Alpha,2005-05-22
0766,N15E75,15,-75,239,60,Hax,2,5,Alpha,2005-05-22
0767,S07E80,-7,-80,234,60,Hax,2,1,Alpha,2005-05-22
0765,N08E23,8,-23,278,10,Axx,1,1,Alpha,2005-05-23
0766,N15E62,15,-62,239,90,Dao,7,7,Beta,2005-05-23
0767,S07E67,-7,-67,234,100,Dso,7,4,Beta,2005-05-23
0766,N15E49,15,-49,239,50,Dso,10,8,Beta,2005-05-24
0767,S07E54,-7,-54,234,100,Dao,7,8,Beta-Gamma,2005-05-24
0766,N13E37,13,-37,238,40,Cso,8,8,Beta,2005-05-25
0767,S08E40,-8,-40,235,130,Dso,9,12,Beta,2005-05-25
0766,N14E23,14,-23,238,40,Dao,6,6,Beta,2005-05-26
0767,S07E26,-7,-26,235,140,Eso,11,19,Beta-Gamma,2005-05-26
0766,N14E08,14,-8,240,30,Dro,5,7,Beta,2005-05-27
0767,S08E12,-8,-12,236,140,Dac,10,31,Beta-Gamma,2005-05-27
0768,S08W48,-8,48,296,20,Dro,3,4,Beta,2005-05-27
0766,N13W06,13,6,241,10,Hrx,0,1,Alpha,2005-05-28
0767,S08W02,-8,2,237,240,Eki,11,17,Beta-Gamma,2005-05-28
0768,S08W63,-8,63,298,20,Dro,4,3,Beta,2005-05-28
0766,N13W19,13,19,241,20,Axx,2,3,Alpha,2005-05-29
0767,S08W16,-8,16,238,300,Dao,10,25,Beta-Gamma,2005-05-29
0768,S10W77,-10,77,299,20,Bxo,5,2,Beta,2005-05-29
0769,S07E69,-7,-69,153,50,Hsx,1,1,Alpha,2005-05-29
0767,S09W31,-9,31,240,200,Dai,10,20,Beta-Gamma,2005-05-30
0769,S08E59,-8,-59,150,10,Axx,1,1,Alpha,2005-05-30
0770,N12E00,12,0,209,20,Cso,4,4,Beta,2005-05-30
0767,S09W44,-9,44,240,240,Eac,12,22,Beta-Gamma,2005-05-31
0769,S08E49,-8,-49,147,20,Bxo,4,4,Beta,2005-05-31
0770,N12W14,12,14,210,60,Dao,4,7,Beta,2005-05-31
0771,N24W33,24,33,229,40,Bxo,3,3,Beta,2005-05-31
0767,S09W59,-9,59,241,170,Eao,13,12,Beta,2005-06-01
0769,S11E43,-11,-43,139,10,Axx,1,2,Alpha,2005-06-01
0770,N12W27,12,27,209,10,Bxo,4,5,Beta,2005-06-01
0771,N24W47,24,47,229,30,Cso,5,4,Beta,2005-06-01
0772,S18E50,-18,-50,132,50,Cao,5,6,Beta,2005-06-01
0767,S08W72,-8,72,241,200,Eao,15,10,Beta,2005-06-02
0769,S10E30,-10,-30,139,20,Hax,2,1,Alpha,2005-06-02
0770,N12W39,12,39,208,0,Axx,2,2,Alpha,2005-06-02
0771,N25W58,25,58,227,40,Hsx,1,1,Alpha,2005-06-02
0772,S18E36,-18,-36,133,130,Dac,7,17,Beta-Gamma,2005-06-02
0773,S12E76,-12,-76,93,110,Dso,8,4,Beta,2005-06-02
0767,S09W85,-9,85,241,0,Axx,2,1,Alpha,2005-06-03
0769,S10E15,-10,-15,141,10,Axx,1,1,Alpha,2005-06-03
0771,N23W72,23,72,228,10,Axx,1,1,Alpha,2005-06-03
0772,S17E23,-17,-23,133,110,Dai,8,13,Beta-Gamma,2005-06-03
0773,S12E63,-12,-63,93,140,Dao,9,3,Beta,2005-06-03
0769,S06E09,-6,-9,134,0,Axx,1,1,Alpha,2005-06-04
0772,S17E09,-17,-9,134,120,Dai,6,18,Beta,2005-06-04
0773,S13E50,-13,-50,93,140,Dao,8,6,Beta,2005-06-04
0772,S17W06,-17,6,136,160,Dac,10,20,Beta,2005-06-05
0773,S13E36,-13,-36,94,190,Eso,11,8,Beta,2005-06-05
0774,N05W06,5,6,136,10,Cso,4,4,Beta,2005-06-05
0775,N12E75,12,-75,55,160,Hsx,3,2,Alpha,2005-06-05
0772,S18W18,-18,18,134,110,Dso,10,15,Beta,2005-06-06
0773,S13E23,-13,-23,93,120,Dao,9,6,Beta,2005-06-06
0774,N04W21,4,21,137,10,Hrx,1,2,Alpha,2005-06-06
0775,N12E61,12,-61,55,160,Hsx,4,1,Alpha,2005-06-06
0776,S05E71,-5,-71,45,230,Dao,7,3,Beta,2005-06-06
0772,S18W30,-18,30,132,130,Dao,8,10,Beta,2005-06-07
0773,S12E09,-12,-9,93,110,Dao,9,10,Beta,2005-06-07
0774,N06W31,6,31,133,40,Cso,7,5,Beta,2005-06-07
0775,N12E48,12,-48,54,180,Cao,5,7,Beta,2005-06-07
0776,S05E61,-5,-61,41,300,Eao,11,7,Beta,2005-06-07
0772,S18W44,-18,44,133,130,Eao,11,13,Beta,2005-06-08
0773,S14W04,-14,4,93,130,Dao,9,5,Beta,2005-06-08
0774,N04W45,4,45,134,40,Cao,7,4,Beta,2005-06-08
0775,N10E35,10,-35,54,240,Cao,5,6,Beta,2005-06-08
0776,S06E47,-6,-47,42,490,Eko,11,16,Beta,2005-06-08
0772,S18W58,-18,58,133,180,Dao,10,10,Beta,2005-06-09
0773,S14W18,-14,18,93,90,Dso,9,6,Beta,2005-06-09
0774,N04W65,4,65,140,20,Axx,1,1,Alpha,2005-06-09
0775,N10E21,10,-21,54,270,Dki,5,12,Beta-Gamma-Delta,2005-06-09
0776,S06E33,-6,-33,42,570,Dki,10,21,Beta-Gamma,2005-06-09
0772,S18W71,-18,71,133,100,Dao,8,9,Beta,2005-06-10
0773,S14W31,-14,31,93,70,Dao,9,4,Beta,2005-06-10
0775,N08E08,8,-8,54,360,Dkc,8,16,Beta-Gamma-Delta,2005-06-10
0776,S06E20,-6,-20,42,600,Ekc,11,30,Beta-Gamma,2005-06-10
0772,S18W84,-18,84,133,60,Dso,4,2,Beta,2005-06-11
0773,S14W44,-14,44,93,70,Cso,6,4,Beta,2005-06-11
0775,N08W05,8,5,54,330,Dkc,8,17,Beta-Gamma-Delta,2005-06-11
0776,S06E07,-6,-7,42,580,Ekc,13,26,Beta-Gamma,2005-06-11
0777,N05E57,5,-57,352,30,Bxo,4,4,Beta,2005-06-11
0773,S15W54,-15,54,89,60,Cso,3,3,Beta,2005-06-12
0775,N10W19,10,19,54,330,Dki,7,13,Beta-Gamma,2005-06-12
0776,S06W08,-6,8,43,520,Eki,12,28,Beta-Gamma,2005-06-12
0777,N05E41,5,-41,354,10,Axx,0,1,Alpha,2005-06-12
0773,S15W67,-15,67,89,40,Hsx,2,2,Alpha,2005-06-13
0775,N10W32,10,32,54,360,Dhc,6,17,Beta-Gamma,2005-06-13
0776,S06W21,-6,21,43,440,Eki,11,36,Beta-Gamma,2005-06-13
0773,S16W80,-16,80,89,30,Bxo,2,3,Beta,2005-06-14
0775,N10W46,10,46,55,290,Dhi,5,16,Beta-Gamma,2005-06-14
0776,S06W34,-6,34,43,380,Dko,9,24,Beta-Gamma,2005-06-14
0775,N09W59,9,59,55,200,Dao,4,7,Beta,2005-06-15
0776,S06W48,-6,48,44,360,Dki,8,17,Beta,2005-06-15
0775,N09W74,9,74,57,230,Dho,6,4,Beta,2005-06-16
0776,S05W64,-5,64,47,320,Cho,6,5,Beta,2005-06-16
0778,N07W38,7,38,21,30,Hsx,1,1,Alpha,2005-06-16
0779,S17E08,-17,-8,335,150,Dai,7,14,Beta,2005-06-16
0775,N10W86,10,86,55,130,Hax,3,2,Alpha,2005-06-17
0776,S05W77,-5,77,46,270,Cko,5,5,Beta,2005-06-17
0778,N08W50,8,50,19,10,Axx,1,1,Alpha,2005-06-17
0779,S17W05,-17,5,334,240,Dai,8,19,Beta,2005-06-17
0776,S06W92,-6,92,48,190,Hax,5,2,Beta,2005-06-18
0779,S18W19,-18,19,335,300,Eki,11,25,Beta-Gamma,2005-06-18
0780,S07E66,-7,-66,250,40,Cso,1,2,Beta,2005-06-18
0779,S18W32,-18,32,335,460,Eki,11,24,Beta,2005-06-19
0780,S08E52,-8,-52,251,70,Dao,5,6,Beta,2005-06-19
0779,S17W45,-17,45,335,460,Eko,12,16,Beta,2005-06-20
0780,S07E38,-7,-38,252,40,Dso,4,7,Beta,2005-06-20
0779,S17W58,-17,58,335,340,Eao,12,15,Beta-Gamma,2005-06-21
0780,S07E24,-7,-24,253,60,Dao,4,12,Beta,2005-06-21
0779,S16W71,-16,71,334,250,Eai,11,13,Beta-Gamma,2005-06-22
0780,S07E12,-7,-12,251,90,Dai,6,20,Beta,2005-06-22
0779,S19W82,-19,82,332,180,Dao,9,2,Beta,2005-06-23
0780,S08W01,-8,1,251,70,Dro,6,17,Beta,2005-06-23
0780,S08W14,-8,14,251,30,Dao,8,9,Beta,2005-06-24
0780,S08W30,-8,30,254,20,Bxo,4,4,Beta,2005-06-25
0780,S07W43,-7,43,254,10,Axx,1,2,Alpha,2005-06-26
0781,N16E76,16,-76,108,60,Hsx,1,1,Alpha,2005-06-28
0781,N15E65,15,-65,106,90,Eao,11,10,Beta,2005-06-29
0781,N15E53,15,-53,105,80,Cao,8,5,Beta,2005-06-30
0782,S17E09,-17,-9,149,10,Bxo,3,3,Beta,2005-06-30
0783,S01E59,-1,-59,99,40,Cso,3,4,Beta,2005-06-30
0784,N16E70,16,-70,88,50,Bxo,5,5,Beta,2005-06-30
0781,N14E37,14,-37,108,50,Hrx,2,4,Alpha,2005-07-01
0782,S17W04,-17,4,149,90,Dai,7,17,Beta,2005-07-01
0783,S02E46,-2,-46,99,170,Dso,6,16,Beta,2005-07-01
0784,N16E57,16,-57,88,70,Dso,7,6,Beta,2005-07-01
0785,S18E21,-18,-21,124,20,Cao,3,3,Beta,2005-07-01
0781,N14E24,14,-24,108,30,Hsx,2,2,Alpha,2005-07-02
0782,S17W18,-17,18,150,160,Dao,9,14,Beta,2005-07-02
0783,S03E33,-3,-33,99,250,Dao,7,14,Beta,2005-07-02
0784,N16E44,16,-44,88,50,Dso,9,4,Beta,2005-07-02
0785,S19E07,-19,-7,125,10,Bxo,4,6,Beta,2005-07-02
0786,N13E76,13,-76,56,120,Cso,8,5,Beta,2005-07-02
0787,S09W22,-9,22,154,10,Bxo,6,7,Beta,2005-07-02
0781,N13E10,13,-10,108,50,Hsx,1,1,Alpha,2005-07-03
0782,S18W32,-18,32,150,220,Dao,9,16,Beta,2005-07-03
0783,S03E20,-3,-20,98,500,Dki,8,30,Beta-Gamma,2005-07-03
0784,N18E30,18,-30,88,40,Cso,8,5,Beta,2005-07-03
0785,S19W06,-19,6,124,70,Dsi,6,17,Beta,2005-07-03
0786,N12E62,12,-62,56,370,Dao,8,11,Beta-Gamma,2005-07-03
0787,S11W34,-11,34,152,30,Dso,6,7,Beta,2005-07-03
0788,S06E70,-6,-70,48,120,Hax,1,1,Alpha,2005-07-03
0781,N13W03,13,3,108,30,Hsx,2,2,Alpha,2005-07-04
0782,S17W45,-17,45,150,230,Dao,9,14,Beta,2005-07-04
0783,S03E04,-3,-4,101,600,Ekc,11,31,Beta-Gamma,2005-07-04
0784,N16E14,16,-14,91,20,Cso,4,4,Beta,2005-07-04
0785,S18W20,-18,20,125,130,Dai,7,12,Beta,2005-07-04
0786,N12E48,12,-48,57,310,Dai,7,26,Beta-Gamma,2005-07-04
0787,S10W48,-10,48,153,40,Dro,7,7,Beta,2005-07-04
0788,S05E58,-5,-58,47,100,Cao,9,3,Beta,2005-07-04
0781,N13W15,13,15,106,20,Cso,4,4,Beta,2005-07-05
0782,S18W57,-18,57,148,150,Cao,9,10,Beta,2005-07-05
0783,S03W07,-3,7,98,420,Eki,12,36,Beta,2005-07-05
0784,N14E00,14,0,91,10,Hax,0,1,Alpha,2005-07-05
0785,S19W33,-19,33,124,40,Dso,7,10,Beta,2005-07-05
0786,N12E35,12,-35,56,350,Dac,8,34,Beta-Gamma-Delta,2005-07-05
0787,S11W58,-11,58,149,30,Hsx,3,2,Alpha,2005-07-05
0788,S06E47,-6,-47,44,100,Cso,9,4,Beta,2005-07-05
0789,N18E74,18,-74,17,30,Hsx,1,1,Alpha,2005-07-05
0781,N14W26,14,26,104,30,Dso,8,7,Beta,2005-07-06
0782,S17W71,-17,71,149,100,Dso,10,7,Beta,2005-07-06
0783,S03W22,-3,22,100,530,Ekc,12,37,Beta-Gamma,2005-07-06
0784,N15W13,15,13,91,20,Axx,1,1,Alpha,2005-07-06
0785,S19W46,-19,46,124,20,Bxo,7,3,Beta,2005-07-06
0786,N12E23,12,-23,55,360,Dac,9,27,Beta-Gamma,2005-07-06
0787,S12W71,-12,71,149,20,Bxo,2,2,Beta,2005-07-06
0788,S06E32,-6,-32,46,90,Hsx,2,1,Alpha,2005-07-06
0789,N16E66,16,-66,14,140,Dso,10,6,Beta,2005-07-06
0781,N14W39,14,39,104,20,Cso,7,5,Beta,2005-07-07
0782,S17W85,-17,85,150,60,Axx,3,1,Alpha,2005-07-07
0783,S03W36,-3,36,101,410,Ehc,13,24,Beta-Gamma,2005-07-07
0784,N15W26,15,26,91,10,Hsx,1,1,Alpha,2005-07-07
0786,N11E10,11,-10,55,370,Dkc,9,25,Beta-Gamma-Delta,2005-07-07
0787,S16W87,-16,87,152,60,Hax,1,1,Alpha,2005-07-07
0788,S07E17,-7,-17,48,70,Hsx,2,1,Alpha,2005-07-07
0789,N17E53,17,-53,12,130,Eao,11,5,Beta,2005-07-07
0781,N14W51,14,51,104,10,Bxo,2,3,Beta,2005-07-08
0783,S03W49,-3,49,101,430,Eai,13,30,Beta-Gamma,2005-07-08
0784,N16W38,16,38,90,10,Bxo,3,4,Beta,2005-07-08
0786,N12W04,12,4,56,420,Dhi,9,40,Beta-Gamma-Delta,2005-07-08
0788,S06E03,-6,-3,49,80,Hsx,3,2,Alpha,2005-07-08
0789,N17E40,17,-40,12,200,Dso,10,10,Beta,2005-07-08
0783,S02W63,-2,63,101,370,Eki,13,24,Beta-Gamma,2005-07-09
0786,N12W17,12,17,55,410,Dkc,9,34,Beta-Gamma-Delta,2005-07-09
0788,S05W11,-5,11,49,120,Hsx,3,1,Alpha,2005-07-09
0789,N17E26,17,-26,12,190,Esi,11,12,Beta,2005-07-09
0783,S03W75,-3,75,100,230,Eki,12,13,Beta,2005-07-10
0786,N11W31,11,31,56,310,Dkc,8,45,Beta-Gamma-Delta,2005-07-10
0788,S06W23,-6,23,48,100,Hsx,2,2,Alpha,2005-07-10
0789,N18E15,18,-15,10,170,Esi,14,26,Beta,2005-07-10
0786,N10W43,10,43,55,330,Dac,9,27,Beta-Gamma,2005-07-11
0788,S05W37,-5,37,49,70,Hsx,3,7,Alpha,2005-07-11
0789,N17E01,17,-1,11,150,Eai,11,14,Beta,2005-07-11
0786,N09W57,9,57,56,350,Dkc,7,24,Beta-Gamma-Delta,2005-07-12
0788,S07W50,-7,50,49,70,Hax,2,3,Alpha,2005-07-12
0789,N16W12,16,12,11,70,Eao,11,11,Beta,2005-07-12
0786,N11W70,11,70,56,270,Dac,8,15,Beta-Gamma-Delta,2005-07-13
0788,S04W64,-4,64,50,30,Hax,2,1,Alpha,2005-07-13
0789,N17W23,17,23,9,70,Eao,11,6,Beta,2005-07-13
0786,N11W84,11,84,56,370,Dkc,9,8,Beta-Gamma-Delta,2005-07-14
0788,S05W76,-5,76,48,40,Hsx,1,1,Alpha,2005-07-14
0789,N17W38,17,38,10,20,Dro,10,2,Beta,2005-07-14
0790,S10W35,-10,35,7,10,Bxo,4,4,Beta,2005-07-14
0786,N12W97,12,97,56,300,Dko,10,4,Beta-Gamma,2005-07-15
0788,S04W91,-4,91,50,30,Hsx,2,1,Alpha,2005-07-15
0789,N17W49,17,49,8,30,Cso,11,5,Beta,2005-07-15
0790,S10W54,-10,54,13,40,Csi,8,11,Beta,2005-07-15
0789,N17W59,17,59,5,20,Hsx,1,1,Alpha,2005-07-16
0790,S10W67,-10,67,13,110,Dsi,10,17,Beta-Gamma,2005-07-16
0790,S10W80,-10,80,13,190,Dao,10,6,Beta-Gamma,2005-07-17
0790,S10W93,-10,93,13,60,Hax,2,2,Alpha,2005-07-18
0791,N13E50,13,-50,151,90,Dai,6,10,Beta,2005-07-24
0791,N13E36,13,-36,151,110,Dao,7,8,Beta,2005-07-25
0791,N13E22,13,-22,152,130,Dao,7,13,Beta,2005-07-26
0791,N13E09,13,-9,152,160,Dai,8,19,Beta,2005-07-27
0791,N13W06,13,6,154,130,Cso,8,9,Beta,2005-07-28
0791,N14W20,14,20,155,120,Hsx,3,2,Alpha,2005-07-29
0792,N12E78,12,-78,57,220,Dso,9,7,Beta,2005-07-29
0791,N14W33,14,33,154,80,Cao,5,6,Beta,2005-07-30
0792,N11E66,11,-66,55,430,Ekc,11,28,Beta-Gamma,2005-07-30
0793,N14E11,14,-11,110,30,Dso,4,5,Beta,2005-07-30
0791,N14W48,14,48,156,70,Cso,4,4,Beta,2005-07-31
0792,N12E52,12,-52,56,440,Dac,9,19,Beta-Gamma-Delta,2005-07-31
0793,N14W01,14,1,109,70,Dso,9,9,Beta,2005-07-31
0791,N12W62,12,62,157,40,Cao,2,2,Beta,2005-08-01
0792,N12E38,12,-38,57,420,Dkc,9,40,Beta-Gamma-Delta,2005-08-01
0793,N13W16,13,16,111,80,Dao,8,14,Beta,2005-08-01
0794,S11E73,-11,-73,22,60,Hax,3,2,Alpha,2005-08-01
0795,N15E77,15,-77,18,60,Hax,2,2,Alpha,2005-08-01
0791,N12W75,12,75,157,80,Hsx,2,2,Alpha,2005-08-02
0792,N12E25,12,-25,57,420,Ekc,11,34,Beta-Gamma-Delta,2005-08-02
0793,N13W29,13,29,111,60,Cso,7,8,Beta,2005-08-02
0794,S11E60,-11,-60,22,110,Dao,6,7,Beta,2005-08-02
0795,N15E64,15,-64,18,110,Hax,2,1,Alpha,2005-08-02
0791,N12W88,12,88,157,60,Hsx,2,1,Alpha,2005-08-03
0792,N12E12,12,-12,57,330,Dkc,9,43,Beta-Gamma-Delta,2005-08-03
0793,N13W42,13,42,111,30,Dao,4,7,Beta,2005-08-03
0794,S11E47,-11,-47,22,150,Dao,6,8,Beta,2005-08-03
0795,N15E51,15,-51,18,90,Hsx,2,3,Alpha,2005-08-03
0792,N11W01,11,1,57,240,Dkc,8,26,Beta-Gamma,2005-08-04
0793,N13W55,13,55,111,20,Cso,4,4,Beta,2005-08-04
0794,S11E34,-11,-34,22,210,Dsi,8,18,Beta-Gamma,2005-08-04
0795,N15E38,15,-38,18,90,Hsx,2,2,Alpha,2005-08-04
0796,S07E05,-7,-5,51,10,Cso,3,2,Beta,2005-08-04
0792,N11W14,11,14,57,180,Dki,7,18,Beta-Gamma,2005-08-05
0794,S11E19,-11,-19,22,220,Dsi,10,29,Beta-Gamma,2005-08-05
0795,N13E27,13,-27,14,100,Cao,6,8,Beta,2005-08-05
0792,N11W28,11,28,56,160,Dso,7,18,Beta-Gamma,2005-08-06
0794,S13E04,-13,-4,24,230,Dai,10,24,Beta-Gamma,2005-08-06
0795,N13E14,13,-14,14,90,Hsx,3,2,Alpha,2005-08-06
0792,N10W41,10,41,56,130,Cso,5,9,Beta-Gamma,2005-08-07
0794,S12W10,-12,10,25,220,Dho,8,11,Beta-Gamma,2005-08-07
0795,N12E00,12,0,15,70,Cso,4,4,Beta,2005-08-07
0792,N10W54,10,54,56,110,Cso,6,8,Beta,2005-08-08
0794,S13W23,-13,23,25,170,Dso,8,10,Beta-Gamma,2005-08-08
0795,N12W13,12,13,15,60,Cso,4,4,Beta,2005-08-08
0796,S09W50,-9,50,52,60,Bxo,4,5,Beta,2005-08-08
0792,N11W68,11,68,57,120,Dso,5,5,Beta,2005-08-09
0794,S13W36,-13,36,25,120,Cso,5,5,Beta,2005-08-09
0795,N12W27,12,27,16,50,Hsx,2,1,Alpha,2005-08-09
0796,S08W64,-8,64,53,80,Dso,5,5,Beta,2005-08-09
0792,N10W82,10,82,57,110,Dao,4,3,Beta,2005-08-10
0794,S13W48,-13,48,23,140,Hax,3,3,Alpha,2005-08-10
0795,N11W40,11,40,15,40,Hax,2,2,Alpha,2005-08-10
0796,S08W78,-8,78,53,70,Dao,5,3,Beta,2005-08-10
0792,N13W94,13,94,56,30,Hax,1,1,Alpha,2005-08-11
0794,S12W64,-12,64,26,130,Hax,4,2,Alpha,2005-08-11
0795,N15W55,15,55,17,30,Hsx,1,1,Alpha,2005-08-11
0794,S14W76,-14,76,25,140,Hax,2,2,Alpha,2005-08-12
0795,N10W66,10,66,15,40,Hax,1,1,Alpha,2005-08-12
0797,S13E55,-13,-55,254,40,Hax,2,2,Alpha,2005-08-12
0794,S14W89,-14,89,25,120,Hax,2,1,Alpha,2005-08-13
0795,N10W79,10,79,15,30,Cro,3,4,Beta,2005-08-13
0797,S13E42,-13,-42,254,60,Dso,6,12,Beta,2005-08-13
0795,N10W92,10,92,15,30,Axx,1,1,Alpha,2005-08-14
0797,S13E29,-13,-29,254,80,Dai,7,12,Beta,2005-08-14
0797,S13E16,-13,-16,254,180,Dai,8,13,Beta,2005-08-15
0798,S05E54,-5,-54,216,10,Hrx,1,1,Alpha,2005-08-15
0797,S13E03,-13,-3,252,150,Dai,8,28,Beta-Gamma,2005-08-16
0798,S08E39,-8,-39,216,20,Hsx,1,1,Alpha,2005-08-16
0797,S14W10,-14,10,252,130,Dsi,8,25,Beta-Gamma,2005-08-17
0798,S08E25,-8,-25,217,10,Cso,3,3,Beta,2005-08-17
0797,S14W23,-14,23,252,90,Dso,9,20,Beta,2005-08-18
0798,S09E12,-9,-12,217,20,Cso,2,2,Beta,2005-08-18
0797,S14W38,-14,38,254,80,Hsx,2,1,Alpha,2005-08-19
0798,S10W05,-10,5,221,30,Dso,7,9,Beta,2005-08-19
0799,S12W56,-12,56,272,20,Cso,3,2,Beta,2005-08-19
0797,S13W52,-13,52,255,110,Hsx,3,1,Alpha,2005-08-20
0798,S10W19,-10,19,222,160,Dai,10,14,Beta-Gamma,2005-08-20
0799,S10W70,-10,70,273,20,Axx,2,2,Alpha,2005-08-20
0800,N16E46,16,-46,157,30,Cao,5,4,Beta,2005-08-20
0797,S13W66,-13,66,255,70,Hsx,2,1,Alpha,2005-08-21
0798,S11W33,-11,33,222,510,Eki,12,12,Beta-Gamma,2005-08-21
0799,S09W82,-9,82,271,30,Cao,5,2,Beta,2005-08-21
0800,N16E33,16,-33,156,50,Dso,7,8,Beta,2005-08-21
0801,N06E54,6,-54,135,20,Hsx,1,1,Alpha,2005-08-21
0797,S14W78,-14,78,254,80,Hax,2,1,Alpha,2005-08-22
0798,S11W48,-11,48,224,560,Dkc,8,18,Beta-Gamma,2005-08-22
0800,N17E19,17,-19,157,30,Cso,8,17,Beta,2005-08-22
0801,N07E38,7,-38,138,10,Axx,1,1,Alpha,2005-08-22
0797,S13W90,-13,90,253,60,Hax,3,1,Alpha,2005-08-23
0798,S11W62,-11,62,225,670,Dkc,8,15,Beta-Gamma-Delta,2005-08-23
